reference_type,source_file,tool_name,tool_slug,issue,recommended_action
proof source,data/tool-evidence-sources.json,Top 12 Customer Feedback Analysis Tools for 2026 - BeyondComments .io,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Mastering Comments Analysis to Drive Growth,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,A Creator's Guide to Mastering YouTube Comment Replies,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,The Strategic Guide to Social Media Comments - BeyondComments .io,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,A Guide to YouTube Comment Moderation in 2026,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Social Media Comments Analysis Your Guide to Audience Insights,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Automate YouTube Channel Management: The 2026 Playbook,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Extract Feature Requests from Software Tutorial Videos,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Using a YouTube Comment Topic Extractor - Beyond Comments,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,How to add chapters to youtube video and boost engagement,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Using AI for Social Media Posts A Creator's Guide,beyondcomments,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Vismint : AI 3D Model Generator,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,TRELLIS.2 Online — AI Image to 3D Model (SLAT) | Vismint,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Free 3D Format Converter - GLB Workflow First - Vismint,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Pricing & Plans | Flexible Credits for AI 3D Generation - Vismint,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Hunyuan 3D Online — 10B Param AI Image to 3D | Vismint,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Trellis 2 - SLAT Powered 3D Generator - Vismint,vismint,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,"AI Course Creator & LMS Pricing - Start Free, Scale Fast | Coursebox",coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,LMS Login - Access Your Coursebox Account,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,About Coursebox | The World's Leading AI Course Creator,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Free AI Quiz Generator - Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Contact | Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,How to Create a Mini Course: Step-by-Step Guide for Beginners,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,The Only Guide You Need for Selling Online Courses | Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,How to Create and Sell Online Courses: A Beginner's Guide,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Video-Based Training: The Only Guide You Will Need | Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,A Practical Guide To Achieving Learning Objectives | Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,The Complete Guide to Digital Training Tools | Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Create a course from documents - Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Demo - Coursebox AI,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,How to Build a Course Outline That Works: Step-by-Step Template,coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,"AI Training & LMS Insights Blog - Tips, Guides, Trends | Coursebox",coursebox,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,AI Hairstyle Changer,silky-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
proof source,data/tool-evidence-sources.json,Free AI Hairstyle Changer Online | Virtual Haircut & Hair Color Try-On,silky-ai,Proof/evidence record references removed/missing tool,Ignore for public catalog or prune/archive stale proof source record.
